date,num_projects,workload_units,num_eeq_projects,num_epc_projects,num_no_type_projects,eeq_workload,epc_workload,total_workload,available_workload,region,role,[ESO] Stage,assigned_status
2022-03-11,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-12,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-13,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-14,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-15,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-16,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-17,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-18,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-19,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-20,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-21,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-22,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-23,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-24,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-25,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-26,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-27,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-28,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-29,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-30,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-03-31,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-01,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-02,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-03,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-04,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-05,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-06,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-07,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-08,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-09,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-10,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-11,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-12,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-13,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-14,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-15,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-16,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-17,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-18,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-19,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-20,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-21,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-22,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-23,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-24,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-25,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-26,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-27,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-28,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-29,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-04-30,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-01,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-02,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-03,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-04,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-05,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-06,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-07,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-08,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-09,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-10,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-11,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-12,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-13,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-14,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-15,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-16,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-17,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-18,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-19,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-20,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-21,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-22,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-23,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-24,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-25,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-26,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-27,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-28,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-29,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-30,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-05-31,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-01,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-02,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-03,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-04,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-05,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-06,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-07,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-08,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-09,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-10,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-11,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-12,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-13,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-14,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-15,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-16,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-17,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-18,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-19,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-20,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-21,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-22,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-23,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-24,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-25,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-26,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-27,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-28,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-29,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-06-30,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-01,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-02,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-03,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-04,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-05,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-06,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-07,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-08,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-09,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-10,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-11,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-12,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-13,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-14,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2022-07-15,1,1,0,0,1,0.0,0.0,0.0,1.0,MEA,CPE Electrical,G2 - Delivery,unassigned
2023-03-01,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-02,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-03,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-04,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-05,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-06,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-07,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-08,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-09,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-10,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-11,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-12,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-13,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-14,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-15,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-16,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-17,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-18,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-19,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-20,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-21,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-22,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-23,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-24,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-25,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-26,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-27,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-28,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-29,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-30,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-03-31,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-01,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-02,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-03,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-04,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-05,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-06,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-07,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-08,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-09,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-10,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-11,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-12,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-13,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-14,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-15,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-16,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-17,2,2,0,0,2,0.0,0.0,0.0,2.0,MEA,CPE Electrical,A,unassigned
2023-04-18,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-04-19,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-04-20,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-04-21,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-04-22,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-04-23,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-04-24,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-04-25,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-04-26,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-04-27,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-04-28,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-04-29,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-04-30,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-01,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-02,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-03,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-04,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-05,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-06,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-07,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-08,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-09,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-10,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-11,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-12,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-13,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-14,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-15,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-16,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-17,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-18,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-19,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-20,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-21,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-22,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-23,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-24,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-25,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-26,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-27,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-28,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-29,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-30,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-05-31,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-01,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-02,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-03,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-04,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-05,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-06,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-07,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-08,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-09,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-10,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-11,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-12,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-13,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-14,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-15,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-16,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-17,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-18,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-19,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-20,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-21,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-22,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-23,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-24,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-25,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-26,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-27,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-28,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-29,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-06-30,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
2023-07-01,3,3,0,0,3,0.0,0.0,0.0,3.0,MEA,CPE Electrical,A,unassigned
